time_s,ev_speed_mps,ev_pos_x_m,ev_pos_y_m,ev_distance_to_goal_m,ev_waiting_time_s,avg_waiting_time_s,total_waiting_time_s,queue_length_veh,throughput_veh_step
141.0,17.3625,13.0,-1.6,982.7299999999999,0.0,7.764705882352941,660.0,45,0
142.0,17.25155376717448,30.251553767174478,-1.6,965.4784462328254,0.0,5.694117647058824,484.0,35,0
143.0,17.186633552704006,47.43818731987849,-1.6,948.2918126801216,0.0,5.341176470588235,454.0,29,0
144.0,17.24319246066734,64.68137978054584,-1.6,931.0486202194542,0.0,5.617283950617284,455.0,26,4
145.0,17.24049728633836,81.9218770668842,-1.6,913.8081229331157,0.0,5.888888888888889,477.0,27,0
146.0,17.135590509790926,99.05746757667514,-1.6,896.6725324233249,0.0,6.3544303797468356,502.0,27,2
147.0,17.194337484892458,116.2518050615676,-1.6,879.4781949384325,0.0,6.6835443037974684,528.0,27,0
148.0,17.34640239365399,133.59820745522157,-1.6,862.1317925447782,0.0,7.220779220779221,556.0,28,2
149.0,17.353974569868296,150.95218202508988,-1.6,844.7778179749101,0.0,6.213333333333333,466.0,22,2
150.0,16.846067654568692,167.79824967965857,-1.6,827.9317503203414,0.0,6.506666666666667,488.0,22,0
151.0,11.92893998263776,179.72718966229633,-1.6,816.0028103377036,0.0,5.626373626373627,512.0,24,0
152.0,6.928939982637759,186.65612964493408,-1.6,809.0738703550659,0.0,5.945054945054945,541.0,29,0
153.0,1.9289399826377593,188.58506962757184,-1.6,807.1449303724281,0.0,4.923076923076923,448.0,26,0
154.0,5.088653279347347,193.63306698968447,-1.0226859752669415,802.0562770930807,0.0,4.111111111111111,370.0,22,1
155.0,8.702960262140262,200.1959986287052,4.059997714508713,793.3533168309405,0.0,2.6222222222222222,236.0,15,0
156.0,11.493876473978162,201.6,15.32055964303761,781.8594403569624,0.0,2.764044943820225,246.0,14,1
157.0,15.316087826527655,201.6,30.63664746956526,766.5433525304346,0.0,2.943820224719101,262.0,16,0
158.0,17.22177019994706,201.6,47.85841766951232,749.3215823304876,0.0,3.134831460674157,279.0,17,0
159.0,17.26302698748186,201.6,65.12144465699419,732.0585553430059,0.0,3.3908045977011496,295.0,18,2
160.0,16.974605368357153,201.6,82.09605002535133,715.0839499746486,0.0,3.616279069767442,311.0,17,1
161.0,17.334585372917356,201.6,99.43063539826869,697.7493646017313,0.0,3.9047619047619047,328.0,17,2
162.0,17.120148327481,201.6,116.5507837257497,680.6292162742503,0.0,4.0843373493975905,339.0,16,1
163.0,17.03884976040572,201.6,133.5896334861554,663.5903665138445,0.0,4.27710843373494,355.0,16,0
164.0,17.3075886589475,201.6,150.89722214510292,646.2827778548971,0.0,4.536585365853658,372.0,17,1
165.0,17.05774574233219,201.6,167.95496788743512,629.2250321125649,0.0,4.8875,391.0,19,2
166.0,17.336948636546733,201.6,185.29191652398185,611.8880834760181,0.0,4.372340425531915,411.0,20,2
167.0,15.392504192102288,204.8,200.68442071608413,596.4955792839158,0.0,4.5638297872340425,429.0,21,0
168.0,16.40522601356833,204.8,217.0896467296525,580.0903532703475,0.0,4.840425531914893,455.0,26,0
169.0,15.46123293537258,204.8,232.55087966502506,564.6291203349749,0.0,5.0638297872340425,476.0,26,0
170.0,15.040770452974243,204.8,247.5916501179993,549.5883498820007,0.0,5.351063829787234,503.0,27,0
171.0,14.699798691603547,204.8,262.29144880960285,534.8885511903972,0.0,5.698924731182796,530.0,27,1
172.0,14.26798710126753,204.8,276.5594359108704,520.6205640891296,0.0,6.1208791208791204,557.0,27,2
