episode,controller_type,state_dim,reward,loss,epsilon,runtime_seconds,local_reward_contribution,neighbor_coordination_contribution,global_optimization_contribution,avg_neighbor_congestion,avg_global_congestion,avg_neighbor_waiting_time,action_0_pct,action_1_pct,action_2_pct
3,multi_level_coordinated_dqn,29,910.5295,0.051455,0.9851,348.2754,-0.7574,0.0380,1.4134,0.2145,0.6023,0.4134,33.38,30.79,35.82
4,multi_level_coordinated_dqn,29,930.5271,0.013513,0.9801,374.2489,-0.7153,0.0543,1.4262,0.2031,0.5830,0.3718,37.42,29.03,33.55
5,multi_level_coordinated_dqn,29,931.3073,0.019988,0.9752,335.0240,-0.7191,0.0509,1.4241,0.2047,0.5849,0.3807,33.93,31.41,34.66
6,multi_level_coordinated_dqn,29,923.0805,0.024163,0.9704,322.2633,-0.7062,0.0569,1.4289,0.2002,0.5778,0.3620,34.21,33.61,32.18
7,multi_level_coordinated_dqn,29,870.1419,0.019791,0.9655,348.6513,-0.7522,0.0345,1.4149,0.2171,0.6048,0.4019,31.97,33.25,34.78
8,multi_level_coordinated_dqn,29,922.7825,0.162200,0.9607,914.1455,-0.7278,0.0461,1.4212,0.2081,0.5894,0.3916,31.81,34.21,33.97
9,multi_level_coordinated_dqn,29,957.2641,0.031527,0.9559,1132.2484,-0.7352,0.0484,1.4254,0.2049,0.5825,0.3973,34.34,32.41,33.26
10,multi_level_coordinated_dqn,29,891.5487,0.027397,0.9511,1277.0646,-0.7551,0.0363,1.4153,0.2148,0.6001,0.4066,34.53,32.73,32.73
11,multi_level_coordinated_dqn,29,934.4854,0.123594,0.9464,824.2355,-0.7240,0.0494,1.4234,0.2058,0.5870,0.3870,32.85,33.97,33.17
12,multi_level_coordinated_dqn,29,1013.1266,0.067870,0.9416,848.3303,-0.7017,0.0566,1.4269,0.2008,0.5759,0.3872,33.18,32.48,34.34
13,multi_level_coordinated_dqn,29,921.7069,0.069551,0.9369,1275.7089,-0.7287,0.0459,1.4213,0.2082,0.5896,0.3921,34.21,33.01,32.77
14,multi_level_coordinated_dqn,29,937.6333,0.080467,0.9322,1073.6600,-0.7050,0.0574,1.4289,0.2007,0.5786,0.3661,33.42,29.42,37.17
15,multi_level_coordinated_dqn,29,968.2200,0.059016,0.9276,817.3800,-0.7640,0.0317,1.4122,0.2197,0.6063,0.4461,30.41,37.15,32.44
16,multi_level_coordinated_dqn,29,897.0707,0.121071,0.9229,773.8524,-0.7556,0.0361,1.4117,0.2153,0.6031,0.4077,39.43,29.24,31.33
17,multi_level_coordinated_dqn,29,958.0098,0.109704,0.9183,811.3637,-0.6928,0.0595,1.4316,0.1986,0.5727,0.3637,33.75,30.67,35.58
18,multi_level_coordinated_dqn,29,934.0418,0.110562,0.9137,1122.7932,-0.7236,0.0493,1.4227,0.2059,0.5872,0.3868,34.86,34.46,30.69
19,multi_level_coordinated_dqn,29,940.0080,0.154565,0.9092,1217.3217,-0.7206,0.0501,1.4237,0.2054,0.5857,0.3851,34.05,32.61,33.33
20,multi_level_coordinated_dqn,29,913.5102,0.079885,0.9046,1310.1389,-0.7182,0.0531,1.4264,0.2032,0.5831,0.3697,29.83,36.75,33.42
21,multi_level_coordinated_dqn,29,920.5730,0.063594,0.9001,1269.8853,-0.7292,0.0458,1.4211,0.2082,0.5899,0.3924,33.65,34.54,31.81
22,multi_level_coordinated_dqn,29,936.2932,0.191698,0.8956,604.4521,-0.7401,0.0438,1.4188,0.2101,0.5948,0.4053,32.79,37.58,29.63
23,multi_level_coordinated_dqn,29,938.4059,0.123743,0.8911,769.4871,-0.7214,0.0498,1.4236,0.2055,0.5861,0.3872,31.09,38.86,30.05
24,multi_level_coordinated_dqn,29,899.6023,0.240364,0.8867,519.0987,-0.7396,0.0419,1.4185,0.2127,0.5992,0.3896,30.93,35.50,33.57
25,multi_level_coordinated_dqn,29,865.6966,0.103017,0.8822,1080.0892,-0.7357,0.0447,1.4222,0.2079,0.5890,0.3744,36.15,35.90,27.96
26,multi_level_coordinated_dqn,29,921.3692,0.216953,0.8778,1289.2078,-0.7311,0.0480,1.4213,0.2078,0.5913,0.3905,33.73,31.49,34.78
27,multi_level_coordinated_dqn,29,935.9407,0.214555,0.8734,782.1526,-0.7403,0.0438,1.4186,0.2100,0.5945,0.4055,34.57,32.25,33.18
28,multi_level_coordinated_dqn,29,938.0536,0.078251,0.8691,390.2490,-0.7217,0.0498,1.4236,0.2055,0.5861,0.3872,34.62,31.17,34.21
29,multi_level_coordinated_dqn,29,926.7763,0.263740,0.8647,383.6603,-0.7156,0.0521,1.4256,0.2040,0.5830,0.3750,34.13,33.80,32.07
30,multi_level_coordinated_dqn,29,934.8354,0.167777,0.8604,434.5388,-0.7237,0.0494,1.4234,0.2058,0.5870,0.3870,32.61,31.25,36.14
31,multi_level_coordinated_dqn,29,870.6861,0.130537,0.8561,397.9441,-0.7540,0.0382,1.4135,0.2167,0.6070,0.3981,33.57,31.81,34.62
32,multi_level_coordinated_dqn,29,945.4691,0.303196,0.8518,389.7749,-0.7062,0.0556,1.4281,0.2016,0.5788,0.3704,31.83,34.70,33.47
33,multi_level_coordinated_dqn,29,941.6698,0.081994,0.8475,427.1516,-0.7433,0.0469,1.4230,0.2075,0.5871,0.3936,33.95,34.49,31.56
34,multi_level_coordinated_dqn,29,940.8559,0.078352,0.8433,501.2585,-0.7195,0.0498,1.4236,0.2055,0.5861,0.3872,30.93,34.94,34.13
35,multi_level_coordinated_dqn,29,920.8350,0.201385,0.8391,1372.6338,-0.7459,0.0400,1.4164,0.2123,0.5989,0.4078,34.65,34.65,30.71
36,multi_level_coordinated_dqn,29,918.0609,0.118667,0.8349,1191.5566,-0.7086,0.0561,1.4278,0.2008,0.5792,0.3630,32.26,34.12,33.61
1,multi_level_coordinated_dqn,29,1034.2778,0.263637,0.8307,110.4610,-0.0256,0.3036,1.6233,0.0349,0.1921,0.0178,33.82,31.07,35.11
2,multi_level_coordinated_dqn,29,1016.1772,5.610398,0.8266,231.3441,-0.0467,0.2996,1.6151,0.0375,0.2066,0.0194,41.36,27.76,30.88
3,multi_level_coordinated_dqn,29,1033.5214,2.976670,0.8224,230.1770,-0.0256,0.3041,1.6213,0.0346,0.1897,0.0177,32.72,33.09,34.19
4,multi_level_coordinated_dqn,29,1034.1337,2.709216,0.8183,342.3817,-0.0269,0.3040,1.6239,0.0347,0.1906,0.0177,33.64,39.89,26.47
5,multi_level_coordinated_dqn,29,1034.0241,5.151896,0.8142,322.6389,-0.0257,0.3035,1.6230,0.0350,0.1931,0.0178,31.62,30.51,37.87
6,multi_level_coordinated_dqn,29,1032.6160,4.142745,0.8102,340.2174,-0.0263,0.3038,1.6207,0.0348,0.1913,0.0177,37.32,26.47,36.21
7,multi_level_coordinated_dqn,29,1034.5274,12.642758,0.8061,166.4495,-0.0232,0.3060,1.6190,0.0326,0.1815,0.0164,40.81,26.84,32.35
8,multi_level_coordinated_dqn,29,1202.6406,12.029499,0.8021,121.6619,-0.0327,0.2969,1.6149,0.0385,0.2081,0.0233,34.38,31.09,34.53
9,multi_level_coordinated_dqn,29,1016.0579,4.031587,0.7981,101.5808,-0.0551,0.2996,1.6232,0.0375,0.2052,0.0181,34.19,29.04,36.76
10,multi_level_coordinated_dqn,29,1033.0775,5.450162,0.7941,102.6931,-0.0264,0.3031,1.6223,0.0352,0.1949,0.0179,32.90,30.15,36.95
11,multi_level_coordinated_dqn,29,1034.4536,3.502861,0.7901,106.3389,-0.0262,0.3039,1.6239,0.0347,0.1904,0.0177,36.40,28.49,35.11
12,multi_level_coordinated_dqn,29,1033.5214,2.262795,0.7862,105.1418,-0.0256,0.3041,1.6213,0.0346,0.1897,0.0177,32.54,31.80,35.66
13,multi_level_coordinated_dqn,29,1020.0237,1.726929,0.7822,112.9395,-0.0451,0.3007,1.6194,0.0368,0.2025,0.0182,39.52,25.18,35.29
14,multi_level_coordinated_dqn,29,1081.3190,3.594337,0.7783,222.1210,-0.0376,0.2985,1.6164,0.0379,0.2074,0.0205,35.07,33.85,31.08
15,multi_level_coordinated_dqn,29,1033.5214,1.215282,0.7744,107.6101,-0.0256,0.3041,1.6213,0.0346,0.1897,0.0177,27.39,40.81,31.80
16,multi_level_coordinated_dqn,29,1018.5076,2.205349,0.7705,107.7272,-0.0464,0.3011,1.6175,0.0365,0.1996,0.0180,40.26,31.62,28.12
17,multi_level_coordinated_dqn,29,1032.6160,2.711525,0.7667,111.8210,-0.0263,0.3038,1.6207,0.0348,0.1913,0.0177,45.22,27.94,26.84
18,multi_level_coordinated_dqn,29,1033.5214,6.695919,0.7629,183.3445,-0.0256,0.3041,1.6213,0.0346,0.1897,0.0177,32.54,35.85,31.62
19,multi_level_coordinated_dqn,29,1033.1714,2.398463,0.7590,236.7713,-0.0262,0.3041,1.6213,0.0346,0.1897,0.0177,28.12,43.38,28.49
1,multi_level_coordinated_dqn,29,936.7034,0.162941,0.9950,367.4445,-0.7221,0.0491,1.4235,0.2062,0.5870,0.3862,33.65,35.02,31.33
2,multi_level_coordinated_dqn,29,933.7205,0.017392,0.9900,995.5614,-0.7434,0.0398,1.4153,0.2122,0.5960,0.4094,32.01,33.99,33.99
1,multi_level_coordinated_dqn,29,935.7215,0.168368,0.9950,358.7360,-0.7232,0.0499,1.4231,0.2056,0.5868,0.3849,35.26,31.25,33.49
2,multi_level_coordinated_dqn,29,942.0250,0.012614,0.9900,807.0096,-0.7188,0.0500,1.4236,0.2054,0.5856,0.3868,31.57,32.85,35.58
3,multi_level_coordinated_dqn,29,919.8740,0.049343,0.9851,529.1313,-0.7297,0.0454,1.4213,0.2086,0.5904,0.3921,32.93,37.26,29.81
4,multi_level_coordinated_dqn,29,940.2650,0.010210,0.9801,585.9438,-0.7198,0.0500,1.4233,0.2055,0.5861,0.3866,31.25,32.85,35.90
5,multi_level_coordinated_dqn,29,880.8889,0.016110,0.9752,657.5305,-0.7501,0.0402,1.4157,0.2150,0.6052,0.3952,33.25,31.97,34.78
1,multi_level_coordinated_dqn,29,920.2230,0.460035,0.9950,357.1434,-0.7295,0.0458,1.4211,0.2082,0.5899,0.3924,32.13,35.66,32.21
2,multi_level_coordinated_dqn,29,915.4686,0.137546,0.9900,341.8164,-0.7101,0.0557,1.4276,0.2011,0.5797,0.3634,34.54,32.09,33.36
3,multi_level_coordinated_dqn,29,917.9329,0.064368,0.9851,512.8273,-0.7550,0.0341,1.4121,0.2178,0.6071,0.4146,33.66,33.21,33.13
4,multi_level_coordinated_dqn,29,926.2819,0.023394,0.9801,445.0154,-0.7212,0.0500,1.4231,0.2052,0.5865,0.3809,32.63,31.82,35.55
5,multi_level_coordinated_dqn,29,875.0425,0.133381,0.9752,482.4612,-0.7517,0.0366,1.4162,0.2144,0.5991,0.3979,31.65,34.86,33.49
6,multi_level_coordinated_dqn,29,926.2740,0.145023,0.9704,406.7482,-0.6974,0.0599,1.4305,0.1975,0.5726,0.3563,29.79,35.70,34.50
7,multi_level_coordinated_dqn,29,830.3425,0.160295,0.9655,394.8097,-0.7857,0.0291,1.4053,0.2233,0.6191,0.4153,33.36,34.53,32.11
8,multi_level_coordinated_dqn,29,982.1534,0.036579,0.9607,402.8713,-0.7199,0.0447,1.4237,0.2078,0.5844,0.3877,33.54,30.56,35.90
9,multi_level_coordinated_dqn,29,953.6984,0.064465,0.9559,360.5214,-0.6958,0.0589,1.4316,0.1990,0.5737,0.3638,31.83,31.92,36.25
10,multi_level_coordinated_dqn,29,939.8059,0.034280,0.9511,377.9858,-0.7203,0.0498,1.4236,0.2055,0.5861,0.3872,32.37,33.97,33.65
11,multi_level_coordinated_dqn,29,895.1895,0.145727,0.9464,377.7859,-0.7443,0.0435,1.4181,0.2109,0.5965,0.3963,31.81,33.65,34.54
12,multi_level_coordinated_dqn,29,912.1463,0.051465,0.9416,387.6690,-0.7482,0.0434,1.4174,0.2112,0.5983,0.4038,33.36,33.59,33.05
13,multi_level_coordinated_dqn,29,950.0412,0.248329,0.9369,378.8734,-0.7195,0.0523,1.4284,0.2028,0.5789,0.3805,36.94,31.81,31.25
14,multi_level_coordinated_dqn,29,964.1758,0.081116,0.9322,383.2435,-0.7072,0.0538,1.4260,0.2014,0.5761,0.3738,32.37,29.65,37.98
15,multi_level_coordinated_dqn,29,925.8051,0.133362,0.9276,529.2609,-0.7425,0.0403,1.4166,0.2121,0.5982,0.4071,31.02,31.94,37.04
16,multi_level_coordinated_dqn,29,937.5029,0.118032,0.9229,381.5967,-0.7216,0.0497,1.4231,0.2056,0.5864,0.3866,33.49,31.09,35.42
17,multi_level_coordinated_dqn,29,860.4498,0.111721,0.9183,369.8261,-0.7490,0.0387,1.4179,0.2125,0.5964,0.3880,31.74,35.03,33.22
18,multi_level_coordinated_dqn,29,893.6311,0.125948,0.9137,355.0218,-0.7208,0.0515,1.4241,0.2039,0.5857,0.3657,37.42,30.07,32.52
19,multi_level_coordinated_dqn,29,920.0506,0.069364,0.9092,350.9279,-0.7016,0.0588,1.4306,0.1987,0.5758,0.3571,30.31,35.79,33.90
20,multi_level_coordinated_dqn,29,842.6711,0.115538,0.9046,395.6035,-0.7837,0.0285,1.4054,0.2240,0.6204,0.4211,33.10,33.41,33.49
21,multi_level_coordinated_dqn,29,912.8567,0.116175,0.9001,375.5298,-0.7334,0.0451,1.4198,0.2095,0.5945,0.3906,32.13,33.65,34.21
22,multi_level_coordinated_dqn,29,942.2156,0.178463,0.8956,370.9849,-0.7188,0.0501,1.4237,0.2053,0.5856,0.3864,31.97,32.29,35.74
23,multi_level_coordinated_dqn,29,934.7222,0.272832,0.8911,354.7373,-0.7074,0.0573,1.4290,0.2008,0.5796,0.3664,31.83,30.58,37.58
24,multi_level_coordinated_dqn,29,917.7415,0.130602,0.8867,351.6216,-0.7092,0.0560,1.4283,0.2009,0.5793,0.3636,31.00,32.60,36.40
25,multi_level_coordinated_dqn,29,883.8964,0.210030,0.8822,381.6216,-0.7463,0.0368,1.4178,0.2140,0.5972,0.3995,31.57,33.17,35.26
26,multi_level_coordinated_dqn,29,903.3330,0.387644,0.8778,351.7938,-0.7154,0.0529,1.4254,0.2026,0.5830,0.3649,35.14,35.56,29.31
27,multi_level_coordinated_dqn,29,908.2262,0.065385,0.8734,375.1240,-0.7350,0.0429,1.4199,0.2101,0.5925,0.3932,33.89,34.78,31.33
28,multi_level_coordinated_dqn,29,951.1216,0.147901,0.8691,442.1148,-0.7193,0.0529,1.4285,0.2029,0.5800,0.3765,33.09,31.65,35.26
29,multi_level_coordinated_dqn,29,844.7697,0.239078,0.8647,697.7602,-0.7419,0.0469,1.4182,0.2100,0.5982,0.3684,34.08,33.05,32.88
30,multi_level_coordinated_dqn,29,942.0250,0.070405,0.8604,692.6982,-0.7188,0.0500,1.4236,0.2054,0.5856,0.3868,34.78,33.25,31.97
31,multi_level_coordinated_dqn,29,957.5483,0.154927,0.8561,539.1613,-0.7320,0.0459,1.4250,0.2080,0.5882,0.3846,32.18,36.27,31.56
32,multi_level_coordinated_dqn,29,943.9365,0.193813,0.8518,577.1589,-0.7598,0.0335,1.4123,0.2178,0.6041,0.4348,30.96,32.34,36.70
33,multi_level_coordinated_dqn,29,869.4950,0.212564,0.8475,513.9360,-0.7542,0.0378,1.4131,0.2170,0.6077,0.3998,29.97,33.25,36.78
34,multi_level_coordinated_dqn,29,947.0201,0.305245,0.8433,513.5208,-0.7141,0.0484,1.4246,0.2064,0.5852,0.3842,33.97,33.81,32.21
35,multi_level_coordinated_dqn,29,914.5283,0.136919,0.8391,514.3109,-0.7331,0.0456,1.4203,0.2086,0.5913,0.3902,29.57,33.01,37.42
36,multi_level_coordinated_dqn,29,869.8966,0.100644,0.8349,496.1292,-0.7322,0.0447,1.4222,0.2079,0.5890,0.3744,34.54,32.52,32.94
37,multi_level_coordinated_dqn,29,939.8059,0.210174,0.8307,491.6590,-0.7203,0.0498,1.4236,0.2055,0.5861,0.3872,34.86,29.89,35.26
38,multi_level_coordinated_dqn,29,926.9346,0.321274,0.8266,414.1920,-0.7458,0.0429,1.4181,0.2107,0.5956,0.4055,31.79,28.16,40.05
39,multi_level_coordinated_dqn,29,918.1240,0.093286,0.8224,378.8889,-0.7311,0.0454,1.4213,0.2086,0.5904,0.3921,35.66,31.17,33.17
40,multi_level_coordinated_dqn,29,867.8020,0.184756,0.8183,940.8964,-0.7335,0.0440,1.4224,0.2082,0.5894,0.3754,31.42,35.98,32.60
41,multi_level_coordinated_dqn,29,966.7712,0.200208,0.8142,25909.2343,-0.7069,0.0537,1.4278,0.2030,0.5805,0.3815,30.69,35.50,33.81
42,multi_level_coordinated_dqn,29,839.1554,0.161442,0.8102,339.3523,-0.7672,0.0298,1.4098,0.2214,0.6131,0.4081,31.25,32.77,35.98
43,multi_level_coordinated_dqn,29,920.5586,0.257197,0.8061,311.9897,-0.7011,0.0588,1.4305,0.1986,0.5758,0.3572,30.99,33.48,35.53
44,multi_level_coordinated_dqn,29,858.9270,0.219333,0.8021,338.0002,-0.7548,0.0360,1.4160,0.2146,0.5994,0.3982,31.01,30.19,38.80
45,multi_level_coordinated_dqn,29,965.5299,0.341114,0.7981,339.4941,-0.7023,0.0486,1.4274,0.2095,0.5755,0.3577,35.98,32.77,31.25
46,multi_level_coordinated_dqn,29,935.2872,0.132053,0.7941,331.5004,-0.7157,0.0507,1.4241,0.2049,0.5849,0.3811,28.65,32.63,38.72
47,multi_level_coordinated_dqn,29,856.6764,0.103000,0.7901,320.5816,-0.7381,0.0423,1.4193,0.2096,0.5910,0.3755,28.12,34.21,37.67
48,multi_level_coordinated_dqn,29,909.7157,0.188652,0.7862,334.5978,-0.7284,0.0452,1.4216,0.2082,0.5889,0.3862,31.74,40.75,27.52
49,multi_level_coordinated_dqn,29,851.4971,0.175288,0.7822,314.8923,-0.7385,0.0472,1.4202,0.2097,0.5971,0.3679,37.41,33.65,28.94
50,multi_level_coordinated_dqn,29,923.3551,0.129140,0.7783,352.3425,-0.7444,0.0403,1.4166,0.2121,0.5982,0.4071,34.65,32.18,33.18
51,multi_level_coordinated_dqn,29,880.4381,0.172671,0.7744,338.7417,-0.7573,0.0436,1.4192,0.2126,0.6004,0.3855,39.50,29.49,31.01
52,multi_level_coordinated_dqn,29,921.3849,0.917568,0.7705,337.2495,-0.7293,0.0461,1.4215,0.2078,0.5905,0.3883,33.25,34.05,32.69
53,multi_level_coordinated_dqn,29,852.9261,0.192830,0.7667,367.6129,-0.7808,0.0238,1.4071,0.2227,0.6134,0.4284,38.49,29.57,31.94
54,multi_level_coordinated_dqn,29,915.9382,0.137790,0.7629,341.3125,-0.7290,0.0499,1.4225,0.2063,0.5894,0.3841,29.79,34.98,35.23
55,multi_level_coordinated_dqn,29,930.1283,0.531885,0.7590,350.3137,-0.7235,0.0470,1.4219,0.2071,0.5888,0.3878,31.65,30.85,37.50
56,multi_level_coordinated_dqn,29,935.5354,0.115087,0.7553,349.7852,-0.7231,0.0494,1.4234,0.2058,0.5870,0.3870,29.49,33.81,36.70
57,multi_level_coordinated_dqn,29,923.8142,0.115853,0.7515,577.5802,-0.7273,0.0456,1.4219,0.2084,0.5909,0.3884,33.01,34.86,32.13
58,multi_level_coordinated_dqn,29,849.8560,0.192357,0.7477,1224.2159,-0.7789,0.0288,1.4058,0.2242,0.6206,0.4219,28.78,36.50,34.72
59,multi_level_coordinated_dqn,29,941.3376,0.213907,0.7440,1215.5516,-0.7242,0.0515,1.4270,0.2035,0.5806,0.3811,34.05,28.21,37.74
60,multi_level_coordinated_dqn,29,861.0469,0.105457,0.7403,1293.6261,-0.7586,0.0336,1.4150,0.2164,0.6014,0.4054,31.89,31.25,36.86
61,multi_level_coordinated_dqn,29,939.8059,0.097457,0.7366,1471.9271,-0.7203,0.0498,1.4236,0.2055,0.5861,0.3872,32.85,30.69,36.46
62,multi_level_coordinated_dqn,29,919.8730,0.302899,0.7329,1426.1451,-0.7298,0.0458,1.4211,0.2082,0.5899,0.3924,29.65,34.78,35.58
63,multi_level_coordinated_dqn,29,901.1666,0.301594,0.7292,938.3260,-0.7194,0.0461,1.4243,0.2071,0.5849,0.3762,32.00,29.58,38.42
64,multi_level_coordinated_dqn,29,918.1307,0.203737,0.7256,890.4762,-0.7310,0.0457,1.4210,0.2083,0.5900,0.3925,34.46,31.89,33.65
65,multi_level_coordinated_dqn,29,916.2903,0.250858,0.7219,809.6347,-0.7286,0.0499,1.4224,0.2063,0.5891,0.3843,28.81,28.57,42.61
66,multi_level_coordinated_dqn,29,852.7559,0.248453,0.7183,898.4693,-0.7616,0.0339,1.4110,0.2197,0.6110,0.4046,27.40,30.45,42.15
67,multi_level_coordinated_dqn,29,934.4227,0.205778,0.7147,882.2757,-0.7397,0.0428,1.4179,0.2106,0.5960,0.4058,29.09,27.47,43.44
68,multi_level_coordinated_dqn,29,918.8230,0.197934,0.7112,860.6046,-0.7306,0.0458,1.4211,0.2082,0.5899,0.3924,32.05,24.44,43.51
69,multi_level_coordinated_dqn,29,889.8023,0.228801,0.7076,841.5450,-0.7449,0.0420,1.4158,0.2137,0.6030,0.3943,29.01,27.56,43.43
70,multi_level_coordinated_dqn,29,885.8133,0.170278,0.7041,862.5926,-0.7463,0.0391,1.4170,0.2131,0.5966,0.3972,36.30,26.52,37.18
71,multi_level_coordinated_dqn,29,913.8237,0.360625,0.7005,1262.9618,-0.7521,0.0414,1.4159,0.2128,0.6005,0.4099,30.40,32.18,37.42
72,multi_level_coordinated_dqn,29,918.2069,0.129616,0.6970,1426.4011,-0.7315,0.0459,1.4213,0.2082,0.5896,0.3921,32.45,30.61,36.94
73,multi_level_coordinated_dqn,29,895.0138,0.311162,0.6936,1069.0455,-0.7133,0.0519,1.4277,0.2024,0.5803,0.3622,33.13,39.47,27.40
74,multi_level_coordinated_dqn,29,1000.6068,0.170700,0.6901,1090.9269,-0.6954,0.0628,1.4344,0.1967,0.5650,0.3629,38.70,30.85,30.45
75,multi_level_coordinated_dqn,29,917.6150,0.179685,0.6866,845.1501,-0.7342,0.0478,1.4217,0.2078,0.5911,0.3903,43.27,27.08,29.65
76,multi_level_coordinated_dqn,29,958.6551,0.296860,0.6832,855.7595,-0.7185,0.0558,1.4309,0.2013,0.5722,0.3726,38.94,30.29,30.77
77,multi_level_coordinated_dqn,29,929.2737,0.369790,0.6798,859.4342,-0.7374,0.0444,1.4190,0.2097,0.5943,0.3994,38.12,31.02,30.86
78,multi_level_coordinated_dqn,29,892.1860,0.127904,0.6764,797.7066,-0.7154,0.0525,1.4268,0.2028,0.5814,0.3612,38.10,29.88,32.02
79,multi_level_coordinated_dqn,29,908.7203,0.372953,0.6730,803.7295,-0.7127,0.0536,1.4266,0.2022,0.5818,0.3640,29.73,35.56,34.71
80,multi_level_coordinated_dqn,29,920.2575,0.265093,0.6696,838.8766,-0.7319,0.0479,1.4214,0.2078,0.5914,0.3905,29.81,35.66,34.54
