episode,total_reward,steps,epsilon,loss_last
45,-150.0000,34,0.7981,63.387245
46,-155.5000,34,0.7941,27.782635
47,-150.5000,34,0.7901,48.146126
48,-165.5000,34,0.7862,37.623596
49,-150.5000,34,0.7822,51.906414
50,-146.0000,34,0.7783,67.746048
51,-164.0000,34,0.7744,37.378323
52,-152.5000,34,0.7705,65.510666
53,-154.0000,34,0.7667,103.232239
54,-159.0000,34,0.7629,90.803360
55,-146.0000,34,0.7590,30.163361
56,-159.0000,34,0.7553,48.024429
57,-148.5000,34,0.7515,37.243031
58,-166.0000,34,0.7477,101.001259
59,-174.5000,34,0.7440,58.443047
60,-195.5000,38,0.7403,43.317139
61,-168.5000,34,0.7366,97.011757
62,-171.5000,34,0.7329,22.036936
63,-152.0000,34,0.7292,43.713085
64,-174.5000,34,0.7256,59.760067
65,-155.0000,34,0.7219,39.482914
66,-155.5000,34,0.7183,30.291119
67,-187.0000,36,0.7147,67.996712
68,-150.5000,34,0.7112,95.181152
69,-150.5000,34,0.7076,61.909077
70,-163.0000,34,0.7041,38.352776
71,-144.5000,34,0.7005,65.836067
72,-151.5000,34,0.6970,59.917347
73,-169.5000,34,0.6936,87.854408
74,-170.0000,34,0.6901,62.278900
75,-175.5000,36,0.6866,35.289856
76,-284.5000,43,0.6832,60.118492
77,-149.5000,34,0.6798,68.964058
78,-148.5000,34,0.6764,52.312756
79,-160.5000,34,0.6730,56.703773
80,-154.0000,34,0.6696,33.893444
81,-149.0000,34,0.6663,104.024979
82,-372.0000,47,0.6630,63.314026
83,-151.0000,34,0.6597,51.144360
84,-170.0000,34,0.6564,91.078842
85,-165.0000,34,0.6531,45.816067
86,-147.5000,34,0.6498,59.549934
87,-169.0000,34,0.6466,28.878941
88,-175.5000,36,0.6433,26.905636
89,-154.5000,34,0.6401,33.428783
90,-173.5000,34,0.6369,32.462761
91,-163.0000,34,0.6337,27.193584
92,-197.5000,36,0.6306,24.948507
93,-152.5000,34,0.6274,61.683159
94,-223.5000,40,0.6243,74.259468
95,-165.5000,34,0.6211,24.931431
96,-153.0000,34,0.6180,39.151257
97,-197.0000,36,0.6149,47.438942
98,-181.0000,36,0.6119,48.813576
99,-151.0000,34,0.6088,26.870232
100,-151.5000,34,0.6058,41.271816
101,-150.0000,34,0.6027,22.655685
102,-168.5000,34,0.5997,43.700417
103,-182.5000,36,0.5967,57.872379
104,-194.5000,36,0.5937,43.849312
105,-150.5000,34,0.5908,21.064054
106,-151.0000,34,0.5878,22.269196
107,-156.0000,34,0.5849,39.161438
108,-151.5000,34,0.5820,68.980537
109,-150.5000,34,0.5790,31.738312
110,-201.5000,36,0.5762,22.923496
111,-154.5000,34,0.5733,24.180368
112,-199.0000,36,0.5704,28.729122
113,-194.5000,38,0.5676,97.906555
114,-246.0000,41,0.5647,26.194244
115,-151.5000,34,0.5619,27.377180
116,-158.0000,34,0.5591,21.652534
117,-191.5000,37,0.5563,18.961082
118,-169.5000,34,0.5535,24.540550
119,-176.0000,36,0.5507,57.431519
120,-167.5000,34,0.5480,48.691174
121,-241.0000,41,0.5452,14.533812
122,-277.0000,42,0.5425,21.252094
123,-171.0000,34,0.5398,32.216171
124,-170.0000,34,0.5371,30.405861
125,-175.0000,36,0.5344,43.772831
126,-152.0000,34,0.5318,20.439915
127,-164.5000,34,0.5291,40.323532
128,-194.5000,36,0.5264,29.847198
129,-167.5000,34,0.5238,45.490116
130,-172.5000,34,0.5212,32.620480
131,-157.5000,34,0.5186,202.520706
132,-245.0000,41,0.5160,25.303402
133,-227.0000,40,0.5134,24.487419
134,-192.0000,36,0.5108,33.424442
135,-156.0000,34,0.5083,32.360111
136,-194.5000,36,0.5058,46.337444
137,-396.5000,46,0.5032,31.048237
138,-148.5000,34,0.5007,24.283142
139,-511.0000,51,0.4982,45.804405
140,-234.0000,40,0.4957,37.093670
141,-154.0000,34,0.4932,29.090132
142,-162.0000,34,0.4908,42.802105
143,-243.5000,41,0.4883,30.271784
144,-345.0000,46,0.4859,34.192791
145,-165.0000,34,0.4834,45.443729
146,-194.0000,38,0.4810,237.292633
147,-154.5000,34,0.4786,96.463158
148,-165.0000,34,0.4762,32.042725
149,-176.0000,34,0.4738,31.227173
150,-167.0000,34,0.4715,48.460426
