time_s,ev_speed_mps,ev_pos_x_m,ev_pos_y_m,ev_distance_to_goal_m,ev_waiting_time_s,avg_waiting_time_s,total_waiting_time_s,queue_length_veh,throughput_veh_step
71.0,17.3625,13.0,1195.2,4385.63,0.0,11.826210826210826,4151.0,208,0
72.0,17.000119182188065,30.000119182188065,1195.2,4368.629880817813,0.0,12.424501424501425,4361.0,210,0
73.0,17.030406393297017,47.03052557548508,1195.2,4351.599474424515,0.0,13.082857142857144,4579.0,218,1
74.0,17.001528337597847,64.03205391308293,1195.2,4334.597946086918,0.0,13.722857142857142,4803.0,224,0
75.0,17.239106336236002,81.27116024931894,1195.2,4317.358839750681,0.0,0.7485714285714286,262.0,34,0
76.0,17.059312922600657,98.33047317191959,1195.2,4300.29952682808,0.0,0.2,84.0,30,0
77.0,17.09122739592567,115.42170056784526,1195.2,4283.208299432155,0.0,0.24761904761904763,104.0,38,0
78.0,17.283902863040566,132.70560343088584,1195.2,4265.924396569115,0.0,0.36904761904761907,155.0,51,0
79.0,17.351586245372893,150.05718967625873,1195.2,4248.572810323742,0.0,0.5404761904761904,227.0,72,0
80.0,17.166259019076826,167.22344869533555,1195.2,4231.406551304664,0.0,0.7971360381861575,334.0,107,1
81.0,17.269090785365552,184.4925394807011,1195.2,4214.1374605193,0.0,1.0644391408114557,446.0,112,0
82.0,17.2621026574634,201.7546421381645,1195.2,4196.875357861836,0.0,1.3365155131264916,560.0,118,0
83.0,17.299492795858534,219.05413493402307,1195.2,4179.575865065977,0.0,1.1384248210023866,477.0,73,0
84.0,17.0876470672898,236.14178200131286,1195.2,4162.488217998687,0.0,1.2625298329355608,529.0,67,0
85.0,17.198116543050855,253.33989854436373,1195.2,4145.290101455636,0.0,1.4081145584725536,590.0,66,0
86.0,17.011028305068614,270.3509268494323,1195.2,4128.279073150568,0.0,1.5704057279236276,658.0,68,0
87.0,16.97076819157228,287.3216950410046,1195.2,4111.308304958995,0.0,1.6992840095465394,712.0,66,0
88.0,17.058886527083814,304.3805815680884,1195.2,4094.2494184319116,0.0,1.8591885441527447,779.0,67,0
89.0,17.047213013377043,321.4277945814655,1195.2,4077.2022054185345,0.0,2.01909307875895,846.0,67,0
90.0,16.51225210018328,337.94004668164877,1195.2,4060.6899533183514,0.0,2.181384248210024,914.0,69,0
91.0,15.608153528593528,353.54820021024227,1198.4,4045.081799789758,0.0,2.0123203285420943,980.0,69,0
92.0,16.98094742083922,370.5291476310815,1198.4,4028.1008523689184,0.0,2.165983606557377,1057.0,77,1
93.0,17.16781048793346,387.696958119015,1198.4,4010.933041880985,0.0,2.3628865979381444,1146.0,89,3
94.0,17.345546590629965,405.0425047096449,1198.4,3993.587495290355,0.0,2.6371134020618556,1279.0,133,0
95.0,16.96488316813484,422.0073878777797,1198.4,3976.6226121222203,0.0,2.9670103092783506,1439.0,160,0
96.0,17.041682217177005,439.04907009495673,1198.4,3959.5809299050434,0.0,3.327835051546392,1614.0,178,0
97.0,17.282368383836,456.33143847879273,1198.4,3942.2985615212074,0.0,3.7216494845360826,1805.0,191,0
98.0,17.299232319090518,473.6306707978833,1198.4,3924.9993292021168,0.0,4.1384297520661155,2003.0,198,1
99.0,16.977571946755052,490.60824274463835,1198.4,3908.0217572553615,0.0,3.8178053830227743,1844.0,130,1
100.0,17.215091677196323,507.82333442183466,1198.4,3890.8066655781654,0.0,4.041407867494824,1952.0,129,0
101.0,17.04000030150637,524.863334723341,1198.4,3873.766665276659,0.0,4.180124223602484,2019.0,125,0
102.0,17.025748117547483,541.8890828408885,1198.4,3856.7409171591116,0.0,4.461697722567288,2155.0,136,0
103.0,17.191152687091382,559.0802355279799,1198.4,3839.5497644720203,0.0,4.728778467908903,2284.0,136,0
104.0,17.214018555544317,576.2942540835243,1198.4,3822.335745916476,0.0,5.01656314699793,2423.0,139,0
105.0,17.268993130885065,593.5632472144093,1198.4,3805.066752785591,0.0,5.3105590062111805,2565.0,142,0
106.0,17.131637616455556,610.6948848308648,1198.4,3787.9351151691353,0.0,4.911231884057971,2711.0,146,0
107.0,17.06250167498365,627.7573865058484,1198.4,3770.8726134941517,0.0,5.177215189873418,2863.0,152,0
108.0,17.355686123669148,645.1130726295177,1198.4,3753.5169273704823,0.0,5.475587703435805,3028.0,165,0
109.0,17.003092179913075,662.1161648094308,1198.4,3736.5138351905694,0.0,5.788426763110308,3201.0,175,0
110.0,17.26670727590099,679.3828720853317,1198.4,3719.2471279146685,0.0,6.117540687160941,3383.0,182,0
111.0,17.208236719481647,696.5911088048133,1198.4,3702.038891195187,0.0,6.4466546112115735,3565.0,189,0
112.0,17.358207372576,713.9493161773894,1198.4,3684.6806838226107,0.0,5.960216998191682,3296.0,172,0
113.0,16.986595924198628,730.935912101588,1198.4,3667.694087898412,0.0,6.027124773960217,3333.0,166,0
114.0,17.174611882306635,748.1105239838946,1198.4,3650.5194760161053,0.0,6.193490054249548,3425.0,164,0
115.0,17.166317155957223,765.2768411398519,1195.2,3633.353158860148,0.0,6.4231464737793855,3552.0,160,0
116.0,17.275198341347277,782.5520394811991,1195.2,3616.077960518801,0.0,6.703435804701628,3707.0,160,0
117.0,17.157177124265584,799.7092166054647,1195.2,3598.920783394535,0.0,6.992766726943942,3867.0,160,0
118.0,17.229542233701796,816.9387588391666,1195.2,3581.6912411608337,0.0,7.2875226039783,4030.0,163,0
119.0,16.977814768720418,833.9165736078869,1195.2,3564.713426392113,0.0,7.5913200723327305,4198.0,168,0
120.0,17.184296436514707,851.1008700444016,1195.2,3547.5291299555984,0.0,4.3019891500904155,2379.0,112,0
121.0,17.312674003094436,868.4135440474961,1195.2,3530.216455952504,0.0,3.188102893890675,1983.0,99,1
122.0,16.97731784274802,885.3908618902441,1195.2,3513.239138109756,0.0,3.346839546191248,2065.0,117,5
123.0,16.98406383926049,902.3749257295045,1195.2,3496.2550742704952,0.0,3.5886178861788616,2207.0,142,3
124.0,17.082775225583465,919.4577009550881,1195.2,3479.172299044912,0.0,3.8113821138211383,2344.0,153,0
125.0,17.276058510690927,936.733759465779,1195.2,3461.896240534221,0.0,3.995121951219512,2457.0,163,0
126.0,17.253457491938025,953.987216957717,1195.2,3444.642783042283,0.0,4.261788617886179,2621.0,169,0
127.0,17.25280660605058,971.2400235637676,1195.2,3427.3899764362322,0.0,4.533333333333333,2788.0,171,0
128.0,17.111912674829366,988.351936238597,1195.2,3410.2780637614032,0.0,4.035772357723578,2482.0,152,0
129.0,17.05469827828929,1005.4066345168862,1195.2,3393.223365483114,0.0,3.933333333333333,2419.0,143,0
130.0,17.13286678381264,1022.5395013006988,1195.2,3376.090498699301,0.0,4.159349593495935,2558.0,146,0
131.0,16.988919115252795,1039.5284204159516,1195.2,3359.1015795840485,0.0,4.484297520661157,2713.0,155,10
